"local_id","p_agegp","agegp1","agegp2","agegp3","agegp4","agegp5"
14900244,"agegp2",NA,2,NA,4,2
14900245,"agegp4",NA,1,1,2,NA
14900246,"agegp4",NA,1,NA,5,2
14900247,"agegp3",NA,NA,4,3,NA
14900248,"agegp3",NA,NA,13,2,NA
14900249,"agegp2",NA,1,2,3,NA
14900250,"agegp5",NA,NA,NA,3,3
14900251,"agegp5",NA,NA,1,4,4
14900252,"agegp4",NA,1,NA,4,1
14900253,"agegp4",NA,NA,3,8,4
14900254,"agegp2",NA,1,1,2,2
14900255,"agegp4",NA,NA,NA,5,2
14900256,"agegp3",NA,1,NA,2,NA
14900257,"agegp3",NA,NA,2,2,1
14900258,"agegp4",NA,NA,NA,2,2
14900259,"agegp5",NA,NA,NA,2,1
14900260,"agegp5",NA,NA,NA,2,1
14900261,"agegp3",NA,1,8,3,1
14900262,"agegp4",NA,1,NA,6,2
14900263,"agegp3",NA,NA,6,2,NA
14900264,"agegp4",NA,2,NA,4,1
14900265,"agegp4",NA,NA,NA,3,2
14900266,"agegp5",NA,NA,NA,1,1
14900267,"agegp4",1,NA,1,2,1
14900268,"agegp5",NA,NA,NA,2,NA
14900269,"agegp3",NA,NA,NA,2,NA
14900270,"agegp5",1,1,1,5,1
14900271,"agegp3",NA,NA,4,1,NA
14900272,"agegp4",NA,NA,1,5,NA
14900273,"agegp3",NA,NA,4,3,NA
14900274,"agegp4",NA,2,1,5,1
14900275,"agegp2",NA,NA,1,4,2
14900276,"agegp4",NA,NA,1,4,2
14900277,"agegp5",NA,NA,3,2,1
14900278,"agegp4",NA,2,2,1,1
14900279,"agegp5",NA,1,NA,2,4
14900280,"agegp5",NA,NA,NA,5,4
14900281,"agegp5",NA,1,1,1,1
14900282,"agegp4",NA,1,1,4,NA
14900283,"agegp3",NA,NA,5,2,1
14900284,"agegp3",NA,2,2,NA,2
14900285,"agegp3",NA,NA,NA,NA,5
14900286,"agegp4",NA,NA,1,3,NA
14900287,"agegp4",NA,NA,1,4,NA
14900288,"agegp3",NA,NA,1,2,NA
14900289,"agegp3",NA,NA,NA,4,1
14900290,"agegp3",NA,NA,3,2,NA
14900291,"agegp4",NA,1,1,2,NA
14900292,"agegp5",NA,NA,NA,2,NA
14900293,"agegp2",NA,NA,1,2,1
14900294,"agegp5",NA,1,NA,3,2
14900295,"agegp5",NA,NA,NA,NA,4
14900296,"agegp2",NA,NA,NA,4,2
14900297,"agegp3",NA,NA,8,2,NA
14900298,"agegp3",NA,NA,2,4,NA
14900299,"agegp1",NA,NA,NA,2,3
14900300,"agegp4",NA,1,1,5,NA
14900301,"agegp5",NA,NA,NA,3,2
14900302,"agegp4",NA,1,2,4,NA
14900303,"agegp4",NA,NA,1,4,4
14900304,"agegp3",NA,1,2,2,NA
14900305,"agegp2",NA,4,1,4,1
14900306,"agegp5",NA,NA,2,1,3
14900307,"agegp5",NA,NA,1,1,1
14900308,"agegp3",NA,NA,3,2,NA
14900309,"agegp2",NA,NA,2,3,1
14900310,"agegp4",NA,NA,1,3,1
14900311,"agegp4",NA,NA,NA,6,NA
14900312,"agegp2",NA,NA,1,1,NA
14900313,"agegp4",NA,NA,NA,2,2
14900314,"agegp4",NA,2,1,3,2
14900315,"agegp4",NA,NA,3,3,NA
14900316,"agegp4",NA,1,1,4,NA
14900317,"agegp4",NA,NA,1,3,NA
14900318,"agegp4",NA,NA,NA,3,1
14900319,"agegp2",NA,NA,1,3,NA
14900320,"agegp2",NA,1,NA,2,2
14900321,"agegp3",NA,2,4,2,NA
14900322,"agegp4",NA,NA,NA,3,1
14900323,"agegp3",NA,NA,2,3,NA
14900324,"agegp4",NA,NA,2,4,1
14900325,"agegp4",NA,NA,2,4,NA
14900326,"agegp4",NA,NA,1,4,NA
14900327,"agegp3",NA,NA,4,2,1
14900328,"agegp4",NA,NA,2,3,NA
14900329,"agegp5",NA,NA,NA,NA,3
14900330,"agegp3",NA,1,3,2,2
14900331,"agegp4",NA,1,2,3,1
14900332,"agegp4",NA,NA,NA,7,1
14900333,"agegp4",NA,NA,NA,3,NA
14900334,"agegp3",NA,NA,4,NA,2
14900335,"agegp5",NA,1,1,1,2
14900336,"agegp4",NA,NA,2,2,2
14900337,"agegp4",NA,1,1,2,2
14900338,"agegp3",NA,NA,3,2,NA
14900339,"agegp4",NA,NA,2,3,NA
14900340,"agegp3",NA,NA,3,2,NA
14900341,"agegp4",NA,1,3,8,2
14900342,"agegp1",NA,3,NA,2,2
14900343,"agegp2",NA,3,NA,2,NA
14900344,"agegp2",NA,NA,NA,3,1
14900345,"agegp3",NA,3,1,2,1
14900346,"agegp4",NA,1,1,4,NA
14900347,"agegp5",NA,NA,1,2,NA
14900348,"agegp4",NA,NA,1,3,NA
14900349,"agegp3",NA,NA,1,2,NA
14900350,"agegp4",NA,NA,NA,7,3
14900351,"agegp2",NA,8,NA,4,2
14900352,"agegp3",NA,NA,5,1,2
14900353,"agegp2",NA,1,1,3,1
14900354,"agegp3",NA,NA,3,1,2
14900355,"agegp3",NA,NA,2,3,1
14900356,"agegp2",NA,NA,1,3,2
14900357,"agegp5",NA,NA,NA,2,1
14900358,"agegp4",NA,NA,1,1,2
14900359,"agegp5",NA,1,NA,3,NA
14900360,"agegp5",NA,1,2,4,1
14900361,"agegp2",NA,1,1,3,1
14900362,"agegp4",NA,NA,2,3,NA
14900363,"agegp2",NA,NA,1,4,NA
14900364,"agegp4",NA,NA,2,4,NA
14900365,"agegp3",NA,NA,4,2,1
14900366,"agegp4",NA,NA,2,2,NA
14900367,"agegp4",1,NA,1,3,2
14900368,"agegp4",NA,NA,1,8,2
14900369,"agegp5",NA,NA,1,3,NA
14900370,"agegp5",NA,NA,NA,2,2
14900371,"agegp2",NA,2,NA,2,NA
14900372,"agegp3",NA,1,1,1,1
14900373,"agegp4",NA,NA,NA,2,3
14900374,"agegp3",NA,NA,1,4,2
14900375,"agegp5",NA,NA,1,3,3
14900376,"agegp5",NA,NA,NA,NA,3
14900377,"agegp5",NA,NA,NA,2,3
14900378,"agegp4",NA,NA,3,5,1
14900379,"agegp2",NA,2,3,6,2
14900380,"agegp4",NA,NA,2,3,1
14900381,"agegp3",NA,NA,2,2,1
14900382,"agegp4",NA,NA,2,7,1
14900383,"agegp4",NA,NA,NA,8,2
14900384,"agegp2",NA,NA,1,2,NA
14900385,"agegp4",NA,NA,1,3,NA
14900386,"agegp5",NA,NA,NA,3,2
14900387,"agegp4",NA,1,NA,5,NA
14900388,"agegp2",NA,NA,2,4,1
14900389,"agegp3",NA,NA,1,2,2
14900390,"agegp5",NA,NA,2,1,3
14900391,"agegp4",NA,NA,2,4,2
14900392,"agegp4",NA,NA,NA,3,1
14900393,"agegp3",NA,NA,5,2,NA
14900394,"agegp2",NA,2,1,1,2
14900395,"agegp3",NA,NA,1,3,NA
14900396,"agegp5",NA,NA,NA,3,3
14900397,"agegp5",NA,NA,NA,3,NA
14900398,"agegp4",NA,NA,1,2,NA
14900399,"agegp5",NA,NA,NA,4,NA
14900400,"agegp1",NA,NA,1,2,3
14900401,"agegp4",NA,1,NA,2,NA
14900402,"agegp3",NA,NA,2,2,1
14900403,"agegp4",NA,NA,2,5,1
14900404,"agegp3",NA,1,2,2,1
14900405,"agegp2",NA,3,NA,2,2
14900406,"agegp2",NA,NA,NA,4,3
14900407,"agegp5",NA,2,1,3,1
14900408,"agegp2",NA,3,3,2,NA
14900409,"agegp5",NA,NA,NA,NA,2
14900410,"agegp3",NA,NA,4,3,NA
14900411,"agegp2",NA,1,NA,2,2
14900412,"agegp4",NA,NA,NA,6,2
14900413,"agegp4",NA,2,NA,1,1
14900414,"agegp4",NA,NA,1,2,NA
14900415,"agegp4",NA,NA,NA,2,1
14900416,"agegp4",NA,1,1,2,1
14900417,"agegp5",NA,NA,NA,2,3
14900418,"agegp4",NA,NA,1,7,NA
14900419,"agegp4",NA,NA,3,4,NA
14900420,"agegp5",NA,NA,NA,2,5
14900421,"agegp2",NA,1,3,3,NA
14900422,"agegp3",NA,NA,12,2,1
14900423,"agegp4",NA,NA,1,3,2
14900424,"agegp4",NA,NA,1,4,NA
14900425,"agegp4",NA,NA,2,4,NA
14900426,"agegp4",NA,1,1,2,1
14900427,"agegp3",NA,NA,3,2,NA
14900428,"agegp4",NA,NA,2,4,2
14900429,"agegp2",NA,NA,1,4,1
14900430,"agegp3",NA,1,2,4,1
14900431,"agegp3",NA,NA,1,2,NA
14900432,"agegp5",NA,NA,2,1,1
14900433,"agegp3",NA,NA,7,3,NA
14900434,"agegp5",NA,NA,1,2,1
14900435,"agegp5",NA,NA,NA,4,3
14900436,"agegp5",NA,NA,1,NA,1
14900437,"agegp4",NA,NA,NA,2,2
14900438,"agegp3",NA,NA,NA,2,2
14900439,"agegp3",NA,NA,2,2,2
14900440,"agegp5",1,1,NA,4,1
14900441,"agegp4",NA,NA,1,4,NA
14900442,"agegp2",NA,NA,2,2,2
14900443,"agegp3",NA,NA,2,2,1
14900444,"agegp5",NA,NA,2,3,NA
14900445,"agegp4",NA,NA,NA,2,1
14900446,"agegp4",NA,NA,1,7,NA
14900447,"agegp5",NA,NA,NA,4,1
14900448,"agegp3",NA,NA,4,2,NA
14900449,"agegp4",NA,NA,NA,4,3
14900450,"agegp5",NA,1,1,2,1
14900451,"agegp3",NA,NA,2,1,NA
14900452,"agegp4",NA,NA,NA,6,NA
14900453,"agegp3",NA,1,5,2,NA
14900454,"agegp5",NA,NA,1,3,3
14900455,"agegp4",1,NA,3,2,1
14900456,"agegp5",NA,NA,NA,2,NA
14900457,"agegp5",NA,NA,NA,3,1
14900458,"agegp2",NA,4,1,2,NA
14900459,"agegp4",NA,NA,NA,4,1
14900460,"agegp3",NA,NA,2,3,NA
14900461,"agegp3",NA,1,3,2,NA
14900462,"agegp5",NA,NA,NA,4,1
14900463,"agegp2",NA,NA,1,2,1
14900464,"agegp5",NA,1,1,3,NA
14900465,"agegp2",NA,NA,1,2,NA
14900466,"agegp3",NA,NA,3,3,NA
14900467,"agegp5",NA,NA,NA,1,4
14900468,"agegp4",NA,NA,2,2,1
14900469,"agegp3",NA,1,4,3,1
14900470,"agegp5",NA,NA,2,3,NA
14900471,"agegp4",NA,2,2,4,1
14900472,"agegp5",NA,1,1,3,3
14900473,"agegp4",NA,NA,2,4,2
14900474,"agegp4",NA,NA,1,3,1
14900475,"agegp5",NA,NA,2,2,NA
14900476,"agegp5",NA,2,1,3,1
14900477,"agegp5",NA,NA,1,4,1
14900478,"agegp3",NA,NA,3,3,NA
14900479,"agegp3",NA,NA,1,2,NA
14900480,"agegp2",NA,5,1,3,2
14900481,"agegp5",NA,NA,1,2,3
14900482,"agegp3",NA,NA,5,2,1
14900483,"agegp3",NA,1,6,3,2
14900484,"agegp4",NA,NA,NA,NA,2
14900485,"agegp4",NA,NA,NA,2,3
14900486,"agegp5",NA,NA,NA,3,1
14900487,"agegp5",NA,NA,NA,1,3
14900488,"agegp4",NA,NA,2,4,1
14900489,"agegp3",NA,NA,5,2,NA
14900490,"agegp4",NA,NA,1,4,NA
14900491,"agegp3",NA,NA,2,4,2
14900492,"agegp3",NA,NA,3,1,3
14900493,"agegp2",NA,2,2,5,2
14900494,"agegp4",NA,1,2,3,NA
14900495,"agegp3",NA,NA,9,2,NA
14900496,"agegp3",NA,NA,3,2,NA
14900497,"agegp4",NA,NA,1,4,1
14900498,"agegp3",NA,NA,2,2,2
14900499,"agegp2",NA,NA,1,3,2
14900500,"agegp4",NA,NA,1,2,NA
14900501,"agegp3",NA,NA,7,5,NA
14900502,"agegp1",NA,NA,NA,2,4
14900503,"agegp4",NA,NA,NA,8,2
14900504,"agegp3",NA,1,5,2,NA
14900505,"agegp2",1,NA,NA,2,1
14900506,"agegp4",NA,NA,2,3,2
14900507,"agegp3",NA,NA,3,2,NA
14900508,"agegp4",NA,NA,NA,2,NA
14900509,"agegp4",NA,1,1,3,3
14900510,"agegp4",NA,NA,1,3,3
14900511,"agegp4",NA,NA,NA,9,NA
14900512,"agegp3",NA,1,4,3,NA
14900513,"agegp4",NA,1,NA,6,2
14900514,"agegp3",NA,NA,2,3,NA
14900515,"agegp2",NA,NA,4,2,NA
14900516,"agegp5",NA,NA,NA,2,1
14900517,"agegp4",NA,1,NA,5,NA
14900518,"agegp5",NA,NA,NA,2,1
14900519,"agegp3",NA,4,4,5,2
14900520,"agegp5",NA,NA,NA,1,2
14900521,"agegp5",NA,NA,NA,2,NA
14900522,"agegp4",NA,NA,2,1,1
14900523,"agegp5",NA,NA,NA,3,2
14900524,"agegp5",NA,NA,NA,4,2
14900525,"agegp3",NA,NA,3,2,NA
14900526,"agegp4",1,2,1,2,3
14900527,"agegp5",NA,NA,NA,2,2
14900528,"agegp4",NA,1,2,2,NA
14900529,"agegp3",NA,1,5,3,NA
14900530,"agegp5",NA,1,1,1,NA
14900531,"agegp5",NA,NA,NA,1,4
14900532,"agegp4",NA,NA,2,4,NA
14900533,"agegp4",NA,NA,1,5,NA
14900534,"agegp5",NA,NA,2,4,1
14900535,"agegp2",NA,NA,2,4,2
14900536,"agegp4",NA,NA,1,2,NA
14900537,"agegp5",NA,NA,NA,NA,3
14900538,"agegp4",NA,NA,1,4,NA
14900539,"agegp3",NA,1,6,2,1
14900540,"agegp4",NA,NA,1,2,2
14900541,"agegp4",NA,2,NA,6,NA
14900542,"agegp2",NA,NA,1,3,NA
14900543,"agegp4",NA,NA,NA,5,1
14900544,"agegp3",NA,NA,1,2,NA
14900545,"agegp5",NA,NA,2,2,1
14900546,"agegp4",NA,2,NA,1,2
14900547,"agegp3",NA,NA,2,2,1
14900548,"agegp5",NA,NA,NA,2,1
14900549,"agegp4",NA,NA,1,2,NA
14900550,"agegp3",NA,NA,3,1,2
14900551,"agegp3",NA,NA,1,3,NA
14900552,"agegp5",NA,NA,1,2,3
14900553,"agegp4",NA,NA,2,4,NA
14900554,"agegp5",NA,NA,NA,4,2
14900555,"agegp4",NA,NA,NA,8,1
14900556,"agegp2",NA,1,3,2,NA
14900557,"agegp5",NA,1,3,3,1
14900558,"agegp2",NA,1,NA,3,1
14900559,"agegp4",NA,NA,2,3,1
14900560,"agegp4",NA,1,1,1,1
14900561,"agegp4",NA,NA,2,2,3
14900562,"agegp5",NA,1,NA,NA,2
14900563,"agegp5",NA,NA,NA,2,1
14900564,"agegp5",NA,NA,NA,1,2
14900565,"agegp4",NA,NA,NA,4,2
14900566,"agegp3",NA,1,2,4,NA
14900567,"agegp4",NA,NA,NA,4,NA
14900568,"agegp4",NA,NA,1,NA,2
14900569,"agegp4",NA,NA,3,1,NA
14900570,"agegp2",NA,NA,2,4,2
14900571,"agegp4",NA,NA,NA,3,1
14900572,"agegp2",NA,2,1,2,1
14900573,"agegp5",NA,NA,NA,3,2
14900574,"agegp4",NA,NA,1,1,3
14900575,"agegp2",NA,NA,2,2,2
14900576,"agegp5",NA,NA,2,2,1
14900577,"agegp4",NA,NA,3,1,1
14900578,"agegp3",NA,NA,2,2,NA
14900579,"agegp2",NA,NA,2,5,NA
14900580,"agegp3",NA,NA,6,2,1
14900581,"agegp5",NA,NA,NA,1,2
14900582,"agegp4",NA,NA,NA,10,2
14900583,"agegp5",NA,NA,NA,NA,2
14900584,"agegp4",NA,NA,1,3,2
14900585,"agegp5",NA,NA,1,5,NA
14900586,"agegp1",NA,NA,1,2,3
14900587,"agegp2",NA,NA,1,4,2
14900588,"agegp4",NA,NA,2,5,2
14900589,"agegp4",NA,2,1,2,NA
14900590,"agegp3",NA,1,2,2,1
14900591,"agegp4",NA,1,1,4,NA
14900592,"agegp3",NA,NA,3,2,2
14900593,"agegp3",NA,NA,1,3,1
14900594,"agegp3",NA,NA,3,2,NA
14900595,"agegp3",NA,NA,5,3,NA
14900596,"agegp4",NA,NA,NA,3,3
14900597,"agegp3",NA,NA,7,4,1
14900598,"agegp5",NA,NA,NA,5,1
14900599,"agegp3",NA,NA,NA,1,3
14900600,"agegp4",NA,NA,NA,2,2
14900601,"agegp3",NA,NA,4,2,1
14900602,"agegp3",NA,NA,3,3,NA
14900603,"agegp3",NA,NA,2,2,1
14900604,"agegp4",NA,NA,2,3,1
14900605,"agegp5",NA,NA,NA,1,2
14900606,"agegp4",NA,NA,NA,5,NA
14900607,"agegp4",NA,1,NA,3,NA
14900608,"agegp4",NA,NA,3,3,1
14900609,"agegp3",NA,NA,7,2,NA
14900610,"agegp2",NA,NA,NA,3,2
14900611,"agegp2",NA,NA,1,2,1
14900612,"agegp4",NA,NA,NA,2,3
14900613,"agegp3",NA,NA,4,3,NA
14900614,"agegp4",NA,1,NA,7,NA
14900615,"agegp5",NA,NA,NA,NA,2
14900616,"agegp4",NA,NA,NA,3,2
14900617,"agegp4",NA,NA,3,6,NA
14900618,"agegp5",NA,NA,1,NA,1
14900619,"agegp4",1,NA,1,2,3
14900620,"agegp4",NA,NA,2,3,NA
14900621,"agegp2",NA,NA,2,2,1
14900622,"agegp4",NA,NA,3,5,2
14900623,"agegp4",NA,NA,NA,1,2
14900624,"agegp3",NA,NA,1,3,2
14900625,"agegp5",NA,NA,1,1,1
14900626,"agegp3",NA,NA,1,1,1
14900627,"agegp2",NA,NA,1,2,NA
14900628,"agegp1",NA,NA,2,2,NA
14900629,"agegp3",NA,NA,2,3,NA
14900630,"agegp2",NA,NA,1,2,NA
14900631,"agegp4",NA,NA,NA,5,3
14900632,"agegp3",NA,NA,1,2,2
14900633,"agegp2",NA,9,1,2,2
14900634,"agegp3",NA,NA,3,1,2
14900635,"agegp4",NA,NA,4,2,1
14900636,"agegp4",NA,NA,2,1,NA
14900637,"agegp2",NA,2,1,3,2
14900638,"agegp3",NA,NA,2,2,NA
14900639,"agegp4",NA,NA,NA,7,NA
14900640,"agegp4",NA,1,1,2,NA
14900641,"agegp4",NA,1,1,3,2
14900642,"agegp3",NA,1,1,2,NA
14900643,"agegp5",NA,NA,NA,3,3
14900644,"agegp2",NA,NA,NA,2,1
14900645,"agegp3",NA,1,3,2,NA
14900646,"agegp5",NA,NA,NA,1,4
14900647,"agegp4",NA,NA,2,2,NA
14900648,"agegp4",NA,NA,1,6,NA
14900649,"agegp4",NA,NA,NA,1,3
14900650,"agegp4",NA,NA,2,1,2
14900651,"agegp5",NA,NA,NA,NA,3
14900652,"agegp5",NA,1,1,6,1
14900653,"agegp4",NA,NA,2,4,NA
14900654,"agegp5",NA,NA,NA,4,NA
14900655,"agegp3",NA,NA,7,2,NA
14900656,"agegp3",NA,NA,NA,5,NA
14900657,"agegp2",NA,NA,NA,4,NA
14900658,"agegp3",NA,NA,3,2,1
14900659,"agegp4",NA,NA,1,NA,1
14900660,"agegp4",NA,NA,4,1,1
14900661,"agegp5",NA,NA,NA,4,1
14900662,"agegp4",NA,NA,2,3,2
14900663,"agegp2",1,NA,NA,2,1
14900664,"agegp2",NA,NA,1,3,3
14900665,"agegp5",NA,NA,NA,NA,4
14900666,"agegp4",NA,NA,NA,5,1
14900667,"agegp3",NA,NA,1,1,NA
14900668,"agegp4",NA,NA,1,2,2
14900669,"agegp5",NA,NA,NA,1,1
14900670,"agegp4",NA,NA,4,3,NA
14900671,"agegp3",NA,1,1,3,1
14900672,"agegp4",NA,NA,1,2,1
14900673,"agegp4",NA,2,1,3,2
14900674,"agegp4",NA,NA,2,3,NA
14900675,"agegp5",NA,NA,1,2,1
14900676,"agegp3",NA,NA,4,1,1
14900677,"agegp4",NA,NA,NA,2,2
14900678,"agegp4",NA,NA,NA,2,2
14900679,"agegp1",NA,NA,NA,3,2
14900680,"agegp4",NA,NA,NA,5,3
14900681,"agegp2",NA,2,NA,2,1
14900682,"agegp4",NA,NA,1,4,NA
14900683,"agegp5",NA,NA,NA,2,1
14900684,"agegp5",NA,NA,NA,5,1
14900685,"agegp3",NA,NA,6,NA,NA
14900686,"agegp2",NA,1,1,3,2
14900687,"agegp4",NA,NA,2,6,NA
14900688,"agegp3",NA,1,2,2,1
14900689,"agegp3",NA,3,10,2,NA
14900690,"agegp3",NA,NA,3,1,2
14900691,"agegp4",NA,NA,1,4,NA
14900692,"agegp1",NA,1,1,2,1
14900693,"agegp5",NA,NA,NA,2,1
14900694,"agegp2",NA,1,1,2,1
14900695,"agegp2",NA,NA,1,4,3
14900696,"agegp4",NA,NA,1,4,NA
14900697,"agegp5",NA,NA,NA,4,2
14900698,"agegp5",NA,NA,NA,2,2
14900699,"agegp4",NA,NA,1,3,NA
14900700,"agegp4",NA,NA,2,4,NA
14900701,"agegp4",NA,NA,2,3,1
14900702,"agegp4",NA,NA,2,1,NA
14900703,"agegp3",NA,1,NA,2,2
14900704,"agegp3",NA,NA,1,7,1
14900705,"agegp4",NA,2,1,1,NA
14900706,"agegp3",NA,NA,4,2,NA
14900707,"agegp4",NA,NA,NA,3,1
14900708,"agegp3",NA,NA,4,2,2
14900709,"agegp4",NA,NA,2,2,NA
14900710,"agegp4",NA,NA,3,5,1
14900711,"agegp4",NA,NA,NA,3,1
14900712,"agegp5",NA,NA,NA,5,1
14900713,"agegp3",NA,NA,1,4,1
14900714,"agegp4",NA,1,1,1,2
14900715,"agegp5",NA,NA,NA,1,3
14900716,"agegp3",NA,NA,2,2,1
14900717,"agegp3",NA,NA,9,2,NA
14900718,"agegp4",NA,NA,NA,9,NA
14900719,"agegp4",NA,NA,NA,2,1
14900720,"agegp3",NA,NA,6,3,NA
14900721,"agegp4",NA,NA,NA,3,1
14900722,"agegp4",NA,NA,2,2,1
14900723,"agegp4",NA,NA,3,3,2
14900724,"agegp3",NA,NA,1,5,NA
14900725,"agegp4",NA,NA,NA,5,NA
14900726,"agegp4",NA,NA,2,2,1
14900727,"agegp5",NA,NA,NA,1,2
14900728,"agegp5",NA,NA,2,2,1
14900729,"agegp5",NA,NA,2,4,4
14900730,"agegp3",NA,NA,4,1,NA
14900731,"agegp4",NA,NA,NA,6,4
14900732,"agegp2",NA,NA,3,2,NA
14900733,"agegp5",NA,NA,1,6,2
14900734,"agegp5",NA,NA,NA,1,1
14900735,"agegp4",1,NA,1,7,2
14900736,"agegp5",NA,NA,2,2,NA
14900737,"agegp3",NA,NA,2,1,NA
14900738,"agegp3",NA,NA,3,2,1
14900739,"agegp4",NA,NA,NA,9,2
14900740,"agegp3",NA,1,4,2,NA
14900741,"agegp1",NA,NA,1,4,NA
14900742,"agegp3",NA,NA,7,3,NA
14900743,"agegp4",NA,NA,1,5,1
14900744,"agegp3",NA,NA,10,4,NA
14900745,"agegp4",NA,1,1,7,1
14900746,"agegp5",NA,NA,1,1,1
14900747,"agegp5",NA,NA,2,3,2
14900748,"agegp4",NA,NA,1,7,NA
14900749,"agegp3",NA,NA,4,2,NA
14900750,"agegp3",NA,NA,7,1,NA
14900751,"agegp4",NA,NA,NA,3,2
14900752,"agegp4",NA,2,NA,1,NA
14900753,"agegp5",NA,1,1,3,NA
14900754,"agegp2",NA,1,2,2,NA
14900755,"agegp5",NA,NA,NA,6,1
14900756,"agegp4",NA,NA,1,4,NA
14900757,"agegp5",NA,NA,NA,1,2
14900758,"agegp4",NA,NA,NA,3,2
14900759,"agegp2",NA,1,1,2,NA
14900760,"agegp4",NA,1,NA,5,NA
14900761,"agegp3",NA,1,2,2,NA
14900762,"agegp3",NA,NA,4,2,NA
14900763,"agegp2",NA,NA,2,2,NA
14900764,"agegp4",NA,1,1,3,1
14900765,"agegp5",NA,NA,1,2,2
14900766,"agegp2",NA,1,1,4,1
14900767,"agegp1",NA,NA,NA,2,NA
14900768,"agegp3",NA,NA,3,2,NA
14900769,"agegp2",NA,1,2,2,NA
14900770,"agegp2",NA,1,1,6,3
14900771,"agegp3",NA,NA,6,2,1
14900772,"agegp4",NA,1,2,2,2
14900773,"agegp3",NA,NA,2,2,NA
14900774,"agegp3",NA,NA,4,3,NA
14900775,"agegp3",NA,NA,4,2,NA
14900776,"agegp5",NA,NA,1,2,2
14900777,"agegp3",NA,NA,2,2,1
14900778,"agegp3",NA,NA,1,1,1
14900779,"agegp4",NA,NA,2,4,1
14900780,"agegp3",NA,NA,1,1,1
14900781,"agegp5",NA,NA,1,6,3
14900782,"agegp4",NA,NA,NA,7,NA
14900783,"agegp4",NA,NA,3,2,NA
14900784,"agegp4",NA,NA,2,7,NA
14900785,"agegp5",NA,NA,1,1,1
14900786,"agegp4",NA,NA,NA,2,1
14900787,"agegp3",NA,NA,2,2,1
14900788,"agegp5",NA,1,1,5,2
14900789,"agegp3",NA,NA,5,2,NA
14900790,"agegp3",NA,NA,3,2,1
14900791,"agegp4",NA,NA,2,3,NA
14900792,"agegp3",NA,NA,2,2,1
14900793,"agegp5",NA,1,NA,2,3
14900794,"agegp4",NA,NA,NA,7,1
14900795,"agegp5",NA,NA,1,1,1
14900796,"agegp4",NA,NA,NA,3,2
14900797,"agegp4",NA,1,3,2,NA
14900798,"agegp4",NA,1,NA,3,1
14900799,"agegp4",1,NA,NA,2,1
14900800,"agegp5",NA,NA,1,5,3
14900801,"agegp3",1,2,1,5,3
14900802,"agegp3",NA,NA,4,2,2
14900803,"agegp4",NA,NA,NA,2,3
14900804,"agegp3",NA,NA,6,2,1
14900805,"agegp4",NA,1,NA,6,2
14900806,"agegp4",NA,NA,2,11,2
14900807,"agegp5",NA,1,NA,NA,2
14900808,"agegp3",NA,NA,2,2,NA
14900809,"agegp4",NA,NA,1,2,NA
14900810,"agegp2",1,NA,1,2,1
14900811,"agegp4",NA,NA,NA,2,2
14900812,"agegp4",NA,2,NA,3,3
14900813,"agegp4",NA,NA,NA,2,1
14900814,"agegp2",NA,1,1,2,NA
14900815,"agegp3",NA,NA,7,3,1
14900816,"agegp5",NA,NA,3,2,1
14900817,"agegp3",NA,1,NA,2,NA
14900818,"agegp2",NA,NA,NA,3,2
14900819,"agegp3",NA,NA,4,3,2
14900820,"agegp2",NA,NA,NA,2,1
14900821,"agegp4",NA,NA,1,1,2
14900822,"agegp2",NA,NA,2,3,NA
14900823,"agegp4",NA,NA,2,3,NA
14900824,"agegp2",NA,2,2,2,NA
14900825,"agegp5",NA,NA,NA,NA,2
14900826,"agegp2",NA,1,NA,2,2
14900827,"agegp5",NA,1,NA,3,1
14900828,"agegp4",NA,NA,2,1,NA
14900829,"agegp4",NA,NA,NA,3,2
14900830,"agegp5",NA,NA,3,2,1
14900831,"agegp3",NA,NA,4,2,NA
14900832,"agegp1",NA,1,2,4,NA
14900833,"agegp4",NA,NA,2,1,1
14900834,"agegp5",NA,NA,NA,1,3
14900835,"agegp4",NA,NA,2,2,NA
14900836,"agegp3",NA,NA,4,2,NA
14900837,"agegp4",NA,NA,NA,4,NA
14900838,"agegp4",NA,NA,1,4,2
14900839,"agegp5",NA,NA,NA,4,1
14900840,"agegp3",NA,NA,4,2,NA
14900841,"agegp4",1,NA,NA,4,3
14900842,"agegp4",NA,1,NA,5,2
14900843,"agegp2",NA,4,1,5,2
14900844,"agegp4",NA,NA,2,3,NA
14900845,"agegp2",NA,1,NA,2,2
14900846,"agegp3",NA,NA,3,2,NA
14900847,"agegp5",NA,1,NA,2,NA
14900848,"agegp4",NA,NA,1,3,1
14900849,"agegp3",NA,NA,4,2,NA
14900850,"agegp4",NA,NA,NA,4,2
14900851,"agegp4",NA,NA,NA,4,NA
14900852,"agegp5",NA,NA,NA,3,1
14900853,"agegp4",NA,NA,NA,4,2
14900854,"agegp4",NA,NA,2,2,NA
14900855,"agegp3",NA,NA,4,4,NA
14900856,"agegp5",NA,NA,NA,2,1
14900857,"agegp4",NA,NA,1,3,1
14900858,"agegp4",NA,NA,1,2,NA
14900859,"agegp5",NA,NA,1,3,2
14900860,"agegp3",NA,NA,2,3,NA
14900861,"agegp4",NA,NA,NA,3,2
14900862,"agegp3",NA,NA,3,2,NA
14900863,"agegp4",NA,NA,NA,5,NA
14900864,"agegp4",NA,NA,2,5,NA
